unix,open,high,low,close,Volume BTC,tradecount
1.63799E+12,54418.4,54461.2,54418.4,54438.95,13.58762,693
1.63799E+12,54420.01,54457.84,54420,54454.32,6.4557,434
1.63799E+12,54540.02,54540.02,54488.27,54492.99,10.16915,560
1.63799E+12,54552.81,54564.87,54522.71,54545.92,12.77086,628
1.63799E+12,54312.83,54336.13,54308.57,54322.8,18.03615,929
1.63798E+12,54480.01,54480.01,54470,54470,33.82634,592
1.63798E+12,54287.55,54316.61,54262.83,54303.86,33.17471,849
1.63798E+12,54431.59,54431.6,54381.21,54382.01,18.84179,911
1.63798E+12,54287.74,54328.5,54278.5,54305.99,31.16637,1055
1.63798E+12,54303.59,54315.73,54279.12,54304.46,23.94382,903
1.63798E+12,54139.97,54183.46,54137.15,54166.07,15.2718,612
1.63797E+12,54281.23,54365,54271.01,54306.98,19.73279,816
1.63797E+12,53642.5,53652.51,53610,53628.96,17.55316,1038
1.63797E+12,53705.42,53793.32,53705.42,53793.32,29.82102,1153
1.63797E+12,54054.98,54100,54021.29,54076.93,21.17928,811
1.63797E+12,54204.09,54215.99,54201.52,54205.89,7.81136,564
1.63796E+12,54067.4,54201.2,54067.37,54118.19,48.62295,1397
1.63796E+12,54375.92,54400.8,54364.38,54377.19,10.42485,650
1.63796E+12,54561.99,54561.99,54505.09,54523.97,23.82551,895
1.63796E+12,54434.97,54434.98,54335.56,54335.57,18.58025,925
1.63796E+12,54273.4,54273.4,54213.01,54251.84,16.16049,676
1.63796E+12,54277.58,54277.58,54221.22,54254,24.9931,721
1.63795E+12,54099.96,54242.12,54099.96,54242.11,25.84248,987
1.63795E+12,53990.65,54055.98,53981.46,54055.97,21.0738,876
1.63795E+12,54209.26,54225.43,54171.64,54201.11,16.64824,841
1.63795E+12,54402.25,54461.95,54401.01,54459.22,14.57652,652
1.63795E+12,54298.71,54309.22,54261.79,54305.05,21.07219,809
1.63794E+12,54429.85,54490,54429.85,54490,21.94534,1068
1.63794E+12,54217.67,54315.99,54217.67,54303,26.30321,1121
1.63794E+12,54405.67,54498.83,54404.15,54484.98,20.14855,1077
1.63794E+12,54509.99,54536,54451.77,54499.98,32.75487,1429
1.63794E+12,54793.18,54824.99,54753.01,54821.66,38.01577,1576
1.63794E+12,54423.13,54436.87,54323.89,54361.84,47.07699,1907
1.63793E+12,54271.83,54279.99,54205.25,54216.98,34.9433,1461
1.63793E+12,54198.99,54199,54105.01,54117.68,40.5265,1448
1.63793E+12,54280.51,54350.1,54216,54216.01,74.59687,2004
1.63793E+12,53620,53679.18,53579.55,53609.99,160.43888,4458
1.63793E+12,54517.89,54526.63,54256.26,54432,116.37016,3052
1.63792E+12,54355.01,54446.9,54311.48,54417.65,59.27928,2141
1.63792E+12,54492.72,54611.08,54485.46,54546.63,123.01793,2480
1.63792E+12,54685.59,54685.59,54541.78,54541.79,58.56958,1961
1.63792E+12,54874.76,54904.01,54666.95,54700.01,85.09143,2583
1.63792E+12,55000.02,55000.02,54750,54878.64,136.77519,4256
1.63792E+12,55609.56,55663.77,55405.48,55406.7,134.85313,4910
1.63791E+12,56749.29,56774.2,56685.81,56719.84,64.97998,2136
1.63791E+12,57336.93,57365,57277.7,57281.4,55.70781,1986
1.63791E+12,57609.97,57634.78,57585.34,57601.01,10.10455,768
1.63791E+12,57675.14,57675.15,57660,57660,4.51596,620
1.63791E+12,57859.41,57859.42,57814.92,57833.05,22.08432,839
1.6379E+12,57714.48,57741.02,57672.1,57727.55,20.61926,896
1.6379E+12,57763.51,57806.49,57701,57790.48,55.2779,1156
1.6379E+12,57792.34,57840.63,57762.83,57800,31.612,1362
1.6379E+12,57883.19,57889.4,57850,57860.41,23.35173,1122
1.6379E+12,58083.19,58159,58063.63,58120.73,46.47447,1216
1.6379E+12,58064.66,58126.3,58000,58116.86,203.84977,3572
1.63789E+12,58450.45,58467.99,58400,58400.01,19.60209,870
1.63789E+12,58473.02,58531.33,58460,58505.98,24.89453,1279
1.63789E+12,58736.18,58808.78,58736.17,58785.23,21.18052,812
1.63789E+12,58736.68,58794.47,58736.68,58791.4,17.93724,815
1.63789E+12,58936.59,59078.94,58933.71,59043.71,23.25835,1478
1.63789E+12,59029.97,59029.98,58931.28,58953.18,33.34154,1066
1.63788E+12,58956.48,58962.36,58887.15,58887.35,24.72814,770
1.63788E+12,59040.29,59069.48,59016.96,59063.3,20.51144,933
1.63788E+12,58733.66,58762.8,58730.7,58762.8,10.99192,914
1.63788E+12,58817.54,58817.55,58768.22,58787.11,14.57853,761
1.63788E+12,58755.11,58814.95,58755.1,58799.99,17.4262,1036
1.63787E+12,58840.01,58861,58805,58844.38,16.86186,1023
1.63787E+12,58988.12,59009.49,58988.11,58992.42,23.62395,868
1.63787E+12,58922.78,58987.97,58922.76,58987.03,19.56765,819
1.63787E+12,58838.27,58887.43,58838.27,58881.27,21.09128,1197
1.63787E+12,59157.01,59199.76,59154.08,59164.04,18.69245,844
1.63787E+12,59049.99,59127.56,59049.98,59121.65,28.6627,1087
1.63786E+12,59154.15,59154.16,59115.9,59125,12.36127,885
1.63786E+12,59181.31,59200,59170.17,59182.92,29.05772,1371
1.63786E+12,59044.98,59145.1,59044.97,59120.07,49.30874,1854
1.63786E+12,58913.48,59000,58880.67,58949.01,53.74757,2458
1.63786E+12,59250.01,59319.99,59212,59302,50.04601,1922
1.63785E+12,58617.97,58661.07,58590.7,58640.68,23.90806,1257
1.63785E+12,58797.7,58957.69,58780.96,58870.2,118.06462,4309
1.63785E+12,58559.19,58584.31,58542.74,58553.26,20.96377,1165
1.63785E+12,58508.85,58536.8,58487.26,58489.38,22.8958,989
1.63785E+12,58713.75,58737.49,58637.02,58676.8,30.91295,1159
1.63785E+12,58551.06,58578.99,58521.14,58534.99,50.61667,1893
1.63784E+12,58351.84,58400,58338.97,58400,76.26452,1707
1.63784E+12,58104.09,58117.02,58064.36,58090.4,27.35229,1086
1.63784E+12,57925.38,57935.16,57865.93,57878.58,52.10853,1172
1.63784E+12,57889.65,57994.3,57886.03,57956.11,43.09333,1798
1.63784E+12,58222.9,58233.33,58176.62,58224.85,38.26292,1284
1.63783E+12,57798.3,57885.41,57793.01,57845.46,49.48092,1623
1.63783E+12,57507.15,57554,57506.28,57549.74,34.78563,1035
1.63783E+12,57594.73,57594.74,57573.85,57582.91,11.91588,874
1.63783E+12,57729.13,57740.51,57689.54,57689.54,12.69747,767
1.63783E+12,57673.98,57724.4,57669.96,57720.53,20.201,931
1.63783E+12,57614.86,57614.86,57561.04,57573.78,15.35435,829
1.63782E+12,57346,57358.51,57326.46,57337.47,22.75277,992
1.63782E+12,57176.93,57176.93,57154.69,57159.58,18.84828,783
1.63782E+12,57103.58,57168.41,57103.58,57164.88,15.42832,750
1.63782E+12,57096.1,57105.92,57051.5,57090.89,42.33394,1398
1.63782E+12,57168.5,57182.19,57150,57163.76,22.14919,760
1.63781E+12,57324.25,57388.26,57310.94,57381.12,18.10924,872
1.63781E+12,57729.88,57729.88,57687.29,57708.42,18.72615,736
1.63781E+12,57656.58,57656.58,57629.99,57632.47,12.82972,577
1.63781E+12,57731.7,57782.71,57730.11,57773.71,13.91932,730
1.63781E+12,57553.43,57593.95,57540.5,57572.32,30.20998,709
1.63781E+12,57789.04,57796.23,57742.02,57759.48,13.3865,735
1.6378E+12,57890.23,57929.96,57890.23,57915,12.94907,651
1.6378E+12,58127.76,58148.31,58066.25,58135,22.23576,1155
1.6378E+12,57537.21,57611.99,57479.21,57593.93,37.86092,1511
1.6378E+12,57329.67,57336.51,57280.07,57287.78,20.58801,1257
1.6378E+12,57014,57079.6,57010.62,57077.03,13.66042,760
1.6378E+12,57036.11,57092.05,56977.32,56987.87,55.03904,1532
1.63779E+12,57154.75,57193.4,57154.75,57178.01,22.87227,1002
1.63779E+12,57436.09,57436.09,57382,57402.3,15.61011,790
1.63779E+12,57342,57425.31,57342,57383.02,16.29821,737
1.63779E+12,57338.59,57344.12,57266.02,57287.7,26.15526,965
1.63779E+12,57018.43,57022.54,56933.95,56989.34,42.39836,1204
1.63778E+12,56774.34,56798.93,56743.25,56798.92,22.15218,1036
1.63778E+12,56847.24,56889.99,56842.38,56871.29,17.32368,814
1.63778E+12,56766.41,56766.41,56715,56716.71,11.23212,657
1.63778E+12,56892.19,56911.03,56868,56877.06,13.67407,719
1.63778E+12,56588.4,56786.97,56547.76,56770.53,115.85869,2234
1.63778E+12,56498.98,56578.43,56498.98,56578.42,23.99282,1119
1.63777E+12,56729.92,56739.5,56655.34,56726.31,21.84112,1038
1.63777E+12,56636.35,56659.7,56614.52,56648.48,21.76538,971
1.63777E+12,56681.2,56713.75,56658.03,56694.12,45.40385,1057
1.63777E+12,56400,56442.75,56392.68,56410.69,35.56907,1155
1.63777E+12,56272.15,56277.99,56132.37,56162.33,33.84822,1352
1.63776E+12,55969.8,56047.93,55961.17,56016.81,48.23,1570
1.63776E+12,56122.69,56150,56049.95,56080.09,31.09389,1061
1.63776E+12,56605.09,56615.67,56500,56536.81,53.76783,1230
1.63776E+12,56410.91,56412.29,56350.87,56357.76,44.52218,1220
1.63776E+12,56580.92,56587.85,56521.56,56531.01,12.88697,670
1.63776E+12,56539.04,56635.87,56533.63,56627.6,24.96552,948
1.63775E+12,56634.01,56642.04,56585.59,56604.26,18.95377,589
1.63775E+12,56496.07,56499.99,56436.01,56454.54,15.09651,762
1.63775E+12,56593.85,56601.48,56557.08,56562.71,21.68798,974
1.63775E+12,56639.99,56645.12,56556.95,56571.67,31.80332,1560
1.63775E+12,56920.29,56948.81,56877.04,56878.31,65.5657,1009
1.63774E+12,56821.05,56822.18,56750,56756.08,21.08963,859
1.63774E+12,57146.67,57152.06,57011.94,57030.34,42.67517,1629
1.63774E+12,56456.68,56577.82,56434.72,56574.99,31.0529,1155
1.63774E+12,56480.61,56549.99,56477.82,56492.14,25.7549,969
1.63774E+12,56654.24,56688.99,56648.37,56688.32,10.34793,770
1.63774E+12,56379.79,56472.91,56376.04,56441.94,34.74331,1407
1.63773E+12,56588.83,56588.84,56520.11,56520.11,19.11562,1034
1.63773E+12,56589.45,56621.28,56589.43,56608.77,21.13331,894
1.63773E+12,56580.13,56671.28,56580.13,56631.41,48.55744,1131
1.63773E+12,56519.38,56524.17,56496,56521.65,8.52487,646
1.63773E+12,56470.01,56472.93,56430,56438.56,19.73769,645
1.63772E+12,56290,56320.85,56290,56318.52,26.21825,841
1.63772E+12,56390.15,56400,56354.99,56366.85,24.53861,930
1.63772E+12,56504.28,56541,56491.41,56494.44,15.93962,1033
1.63772E+12,56865.33,56918.5,56817.02,56817.02,32.19185,1498
1.63772E+12,57264.05,57284,57241.3,57243.99,18.16857,599
1.63772E+12,57522.92,57532.77,57486.84,57500.73,19.64377,702
1.63771E+12,57675,57710.99,57655.46,57684.72,33.64926,914
1.63771E+12,57581.36,57654.74,57568.5,57627.68,16.81206,767
1.63771E+12,57629.01,57649.9,57610.41,57619.08,6.85495,433
1.63771E+12,57565.37,57586.43,57504.76,57532.91,10.56048,576
1.63771E+12,57556.25,57557.92,57526.67,57549.94,20.21251,972
1.63771E+12,57651.85,57652.34,57644.06,57652.33,7.60453,555
1.6377E+12,57587.89,57591.99,57511.1,57589.3,63.23743,1273
1.6377E+12,57655.04,57715.13,57650.95,57692.08,16.42949,776
1.6377E+12,57459.47,57474.41,57424.55,57469.16,18.79186,688
1.6377E+12,57659.5,57688.97,57631.02,57640.22,17.07239,828
1.6377E+12,57412.19,57459.86,57406.75,57423,13.32346,711
1.63769E+12,57375.09,57465.37,57375.09,57447.71,25.98384,938
1.63769E+12,57155.88,57208.14,57154.24,57191.24,17.06737,965
1.63769E+12,57273.81,57372.99,57273.81,57339.02,30.92693,1285
1.63769E+12,57487.4,57725,57436.59,57532.05,128.17094,2533
1.63769E+12,57414.24,57433.1,57342.64,57345.87,28.98822,1345
1.63769E+12,57271.89,57415.6,57226,57227.06,85.98418,1557
1.63768E+12,57077.01,57183.37,57036.15,57054.18,58.33042,1882
1.63768E+12,57234.45,57234.98,57214.09,57230.1,25.54513,999
1.63768E+12,57410.45,57485.84,57378.58,57456.86,53.14442,1707
1.63768E+12,56890.43,56912.9,56784.76,56788.88,95.27129,1827
1.63768E+12,56741.12,56855.97,56706.71,56849.98,89.59051,1651
1.63767E+12,56773.09,56865.55,56737.05,56805.81,43.03396,1151
1.63767E+12,56693.48,56722.16,56627.62,56651.09,46.3248,1242
1.63767E+12,56151.99,56204.7,56126.78,56177.19,25.03647,1088
1.63767E+12,56235.82,56239.64,56157.35,56187.06,17.35715,911
1.63767E+12,56288.73,56350.24,56286.23,56334.51,17.21951,805
1.63767E+12,56199.65,56266.66,56100.32,56257.07,97.66473,2729
1.63766E+12,57229.99,57244,57150.34,57172.55,29.7289,1065
1.63766E+12,56331.29,56429.87,56327.01,56409.4,49.86512,1529
1.63766E+12,55772.7,55837.81,55630,55720.02,122.54979,3449
1.63766E+12,56399.99,56527.24,56396.25,56427.74,87.91662,2392
1.63766E+12,56027.03,56050,55978.38,55992.73,47.09991,1231
1.63765E+12,56106.44,56185.2,56070,56185.19,29.45131,987
1.63765E+12,55965.37,56020,55941.39,56019.98,34.30646,1036
1.63765E+12,56308.04,56330.6,56303.73,56322.28,10.4802,576
1.63765E+12,56360.34,56377.36,56282.34,56293.99,35.52737,957
1.63765E+12,56463.61,56499.95,56450,56496.98,13.04276,788
1.63765E+12,56585.91,56625.32,56564.76,56574.78,23.52731,875
1.63764E+12,56744.64,56774.2,56699.24,56751.84,59.57297,1236
1.63764E+12,56919.39,57009.67,56918.52,56969.98,140.65553,1181
1.63764E+12,56952.66,56954.51,56919.11,56941.85,14.59116,656
1.63764E+12,57000.89,57010.83,56976.56,56976.56,10.87546,442
1.63764E+12,57025.69,57093.37,57007.62,57069.33,36.9391,1140
1.63763E+12,56856.35,56856.35,56802.21,56811.93,10.27196,512
1.63763E+12,56907.47,56941.33,56852.34,56921,57.71892,1546
1.63763E+12,56561.68,56610.99,56500,56545.89,137.06447,1802
1.63763E+12,56738.19,56738.19,56598.76,56619.77,48.09146,1032
1.63763E+12,56529.03,56571.99,56453,56453,36.21261,1145
1.63763E+12,56332.01,56332.01,56301.57,56320.74,14.89476,838
1.63762E+12,56376.18,56392.9,56313.73,56335.58,10.95202,626
1.63762E+12,56401.01,56421.65,56360.03,56421.64,26.25165,696
1.63762E+12,56343.47,56350.08,56340.01,56350.08,8.24257,478
1.63762E+12,56391.85,56469.13,56386.21,56468.94,29.06761,1092
1.63762E+12,56247.4,56332.93,56188.08,56323.49,55.73068,1306
1.63762E+12,55994.54,55994.54,55902.68,55910.24,27.64509,1106
1.63761E+12,56148.34,56209.4,56138.32,56158.46,22.20987,864
1.63761E+12,56092.16,56152.3,56001.01,56027.62,38.04926,1191
1.63761E+12,56195.08,56438.96,56195.08,56315.6,94.31713,2840
1.63761E+12,56995.25,57082.99,56929.62,56985.9,101.71932,2608
1.63761E+12,56992.99,57022.59,56854.5,56941.68,66.99753,2840
1.6376E+12,57315.12,57370.59,57260.18,57350.12,40.05737,1173
1.6376E+12,57427.39,57471,57369.33,57400,33.97837,1018
1.6376E+12,57616.49,57629.33,57530.4,57578.27,107.03907,1426
1.6376E+12,57918.21,57988.7,57918.21,57970,16.69911,890
1.6376E+12,58099.13,58112.21,58021.32,58048.68,30.07456,1182
1.6376E+12,58146.72,58146.73,58104.3,58121.33,17.12097,515
1.63759E+12,58307.76,58342.42,58266.15,58268.8,18.5585,786
1.63759E+12,58328.75,58369.2,58306.7,58328.85,21.78647,861
1.63759E+12,58863.43,58882.25,58735.98,58789.99,72.36277,1753
1.63759E+12,57908.97,58313.13,57884.42,58260.51,423.58339,9370
1.63759E+12,57163.67,57185.87,57125.01,57133.77,27.67904,864
1.63758E+12,57813.22,57817.83,57622.76,57670,114.46292,2197
1.63758E+12,57187.53,57227.83,57187.52,57202.95,19.17049,742
1.63758E+12,57324.93,57341.92,57314.89,57341.88,9.97205,544
1.63758E+12,57375.53,57379.83,57336.14,57367.03,16.11991,761
1.63758E+12,57349.6,57360.95,57285.41,57313.76,14.74065,677
1.63758E+12,57104.26,57122.06,56952.35,57001.77,96.92399,3470
1.63757E+12,57435.5,57510.79,57435.48,57450.71,24.39556,851
1.63757E+12,57403.68,57445.32,57398.26,57406.75,12.91745,593
1.63757E+12,57458.1,57506.61,57441.65,57505,14.16154,664
1.63757E+12,57389.75,57400,57300,57300.01,16.01406,800
1.63757E+12,57520.86,57522.37,57477.1,57511.85,18.20779,649
1.63756E+12,57701.71,57708.43,57616.01,57630.01,49.53133,1354
1.63756E+12,57346,57346,57275.55,57281.59,20.74621,848
1.63756E+12,57407.61,57407.61,57338.9,57344.88,15.48494,645
1.63756E+12,57269.51,57269.51,57230,57258.94,30.61984,1022
1.63756E+12,56979.59,57016.79,56919.7,57016.6,51.11095,1691
1.63756E+12,57302.92,57302.92,57268.56,57280.93,18.5319,619
1.63755E+12,57319.27,57410.75,57309.05,57385.72,83.12507,1086
1.63755E+12,57445.99,57456.09,56959.07,57308.06,934.18981,14140
1.63755E+12,57735.72,57747.27,57664.41,57680.05,20.93545,654
1.63755E+12,57580,57649.71,57522.67,57567.99,56.30035,1539
1.63755E+12,58068.8,58070.94,58030,58052.08,14.50948,751
1.63754E+12,58172.1,58176.83,58085.19,58120.87,61.02344,1324
1.63754E+12,58226.98,58244.99,58193.51,58198.47,15.06418,942
1.63754E+12,58183.11,58296.25,58182.97,58296.25,31.4554,1087
1.63754E+12,58526.94,58591.38,58491.77,58558.3,40.45791,1398
1.63754E+12,59183.25,59183.26,59123.25,59130.01,11.54132,464
1.63754E+12,59176.01,59262.61,59159.12,59207.48,33.09385,987
1.63753E+12,59210.56,59246.28,59200,59202,32.6141,1742
1.63753E+12,59394.55,59404.86,59340.65,59350.75,17.61746,982
1.63753E+12,59536.38,59564.5,59490.73,59521.35,20.92144,1042
1.63753E+12,59504.28,59525,59504.27,59522.61,10.77076,949
1.63753E+12,59381.6,59432.42,59381.59,59428.75,18.0002,830
1.63753E+12,59370.55,59380.08,59339.02,59378.12,15.9985,739
1.63752E+12,59396.18,59412.44,59355.97,59364.46,10.18666,523
1.63752E+12,59516.03,59520.5,59433.37,59446.48,26.14083,935
1.63752E+12,59474.68,59516.77,59470.08,59500.01,17.21548,850
1.63752E+12,59289.73,59402.54,59270,59383.76,31.74975,1614
1.63752E+12,59571.43,59614,59539.7,59556.01,20.2851,823
1.63751E+12,59791.79,59820.15,59676.16,59684.15,77.10048,2234
1.63751E+12,59232.91,59234.03,59130.47,59130.48,25.1574,939
1.63751E+12,59324,59370.91,59316.1,59348.45,50.37071,1449
1.63751E+12,59074.54,59074.54,59023.62,59056.84,17.05187,894
1.63751E+12,58857.63,58918.66,58852.34,58904.88,33.72341,1075
1.63751E+12,58884.08,58904.22,58848.83,58848.85,24.97221,800
1.6375E+12,58782.94,58782.94,58719.66,58723.36,31.19953,1225
1.6375E+12,58910.01,58910.01,58800,58808.83,28.70859,1271
1.6375E+12,59000.31,59066.65,59000,59044.13,22.15214,901
1.6375E+12,59072.82,59093.38,59052.54,59065.06,15.59591,712
1.6375E+12,58716.35,58741.13,58716.35,58726.69,13.02513,596
1.63749E+12,58730,58737.93,58702,58720.57,14.93572,682
1.63749E+12,59219.99,59240,59180,59203.48,37.24989,1089
1.63749E+12,58751.83,58786.9,58742.77,58786.89,22.52377,1059
1.63749E+12,58886.31,58897.8,58869.99,58886.71,17.73841,765
1.63749E+12,58819.89,58846.59,58802.21,58808.77,33.21809,896
1.63749E+12,58819.41,58830,58791.71,58796.5,22.77096,845
1.63748E+12,58963.51,59033.79,58963.5,59008.71,21.6542,1086
1.63748E+12,58988.82,59012.79,58968.2,58974.85,10.71964,648
1.63748E+12,59150,59162.13,59129.89,59158.93,15.52055,600
1.63748E+12,59064.93,59070,59014.51,59029.51,19.58447,880
1.63748E+12,59023.29,59026.71,59014.73,59021.33,8.6998,506
1.63747E+12,59005.92,59023.05,58934.14,58934.15,47.63012,850
1.63747E+12,58876.5,58881.99,58802.79,58844.99,14.34517,649
1.63747E+12,58675,58675.01,58624.01,58674.99,29.55237,794
1.63747E+12,58785.42,58785.42,58724.07,58750.08,18.992,675
1.63747E+12,58796.83,58806.9,58775,58778.19,26.24152,816
1.63747E+12,58929.66,58990.85,58929.65,58952.43,15.4864,511
1.63746E+12,58985.99,59047.86,58979.19,59042.87,12.56016,549
1.63746E+12,58992.87,59024.91,58970.92,58980.61,21.03536,958
1.63746E+12,59324.11,59342.23,59296.48,59301.53,14.24154,659
1.63746E+12,59347.97,59359.6,59335.98,59356.23,9.53563,512
1.63746E+12,59399.48,59416.87,59366,59367.8,19.24709,516
1.63745E+12,59460.03,59484.08,59430,59430.01,19.04388,608
1.63745E+12,59712.31,59770.78,59682.51,59760.16,22.0754,726
1.63745E+12,59601.17,59650,59601.17,59620.65,15.71562,615
1.63745E+12,59755.42,59780.46,59755.42,59765.39,22.45208,752
1.63745E+12,59703.02,59703.04,59690.02,59696.05,8.42309,577
1.63745E+12,59581.89,59584,59565.14,59569.74,14.50444,735
1.63744E+12,59501.48,59539,59495.57,59537.82,12.43087,487
1.63744E+12,59451.09,59455.07,59432.24,59438.97,15.22726,751
1.63744E+12,59334.52,59385.53,59334.51,59369.42,10.41747,662
1.63744E+12,59441.39,59509.24,59440.6,59486.83,17.20535,863
1.63744E+12,59305.05,59308.87,59287.08,59301.52,8.13988,565
1.63744E+12,59367.56,59411.51,59340.5,59399.61,50.70378,1569
1.63743E+12,59075.01,59241.46,59000,59232.66,87.07831,3098
1.63743E+12,57911.5,57970,57910,57941.87,38.87029,1387
1.63743E+12,57720,57747.23,57719.61,57727.37,8.07714,581
1.63743E+12,57735.82,57735.83,57710.01,57719.5,13.36041,762
1.63743E+12,57793.14,57793.15,57749.44,57779.55,14.46748,892
1.63742E+12,57668.95,57700,57591.53,57619.45,54.81522,1183
1.63742E+12,57931.99,57941.8,57896.02,57917.89,24.19689,817
1.63742E+12,58058.24,58145.42,57770.07,57889.22,254.53166,7278
1.63742E+12,58390,58439.99,58387.15,58423.02,13.73837,677
1.63742E+12,58407.41,58410.03,58379.56,58390.47,24.21009,1059
1.63742E+12,58519.04,58519.05,58501.36,58509.43,8.90771,548
1.63741E+12,58544.1,58575.79,58544.1,58575.79,12.42673,557
1.63741E+12,58602.96,58647.31,58600.3,58647.3,25.61419,895
1.63741E+12,58607,58636.47,58600.21,58600.88,22.84418,791
1.63741E+12,58520.29,58543.17,58512.64,58543.17,7.38056,556
1.63741E+12,58504.39,58540.13,58493.2,58532.06,11.67585,683
1.6374E+12,58573.51,58587.4,58503,58542.98,24.19064,839
1.6374E+12,58405.58,58431.81,58375.48,58414.36,11.56022,644
1.6374E+12,58385.64,58430,58385.64,58403.47,14.97459,714
1.6374E+12,58558,58558.01,58534.04,58538.63,19.84692,683
1.6374E+12,58491.23,58499.99,58481.1,58487.28,9.8141,637
1.6374E+12,58409.18,58410.5,58391.51,58392.09,12.77687,676
1.63739E+12,58453.36,58453.51,58435.01,58442.7,8.47942,596
1.63739E+12,58591.44,58610.24,58591.43,58601.14,11.65781,678
1.63739E+12,58718.39,58722.8,58676.55,58678.99,13.4336,543
1.63739E+12,58356.99,58402,58353.49,58392.08,5.69636,414
1.63739E+12,58516.28,58540.89,58512.58,58540.87,12.21008,474
1.63738E+12,58546.12,58556.62,58532.48,58543.35,17.24869,761
1.63738E+12,58397.13,58429.93,58394.97,58429.92,8.81286,474
1.63738E+12,58471.22,58501.6,58464.49,58501.6,12.9177,604
1.63738E+12,58639.18,58639.18,58560,58572.99,35.09119,1041
1.63738E+12,58688.03,58692.8,58673.44,58685.42,16.09652,926
1.63738E+12,58764.45,58794,58739.59,58777.36,42.60144,770
1.63737E+12,58830.02,58866.55,58828.16,58838.18,16.98181,785
1.63737E+12,58723.85,58763,58723.84,58738.02,17.22885,638
1.63737E+12,58314.93,58314.94,58273.61,58281.52,13.67176,614
1.63737E+12,58206.11,58243,58163.3,58171.5,16.01883,903
1.63737E+12,58013.36,58030.21,57955.82,58019.73,20.14139,1011
1.63736E+12,57817.7,57852.91,57817.7,57833.95,8.89357,468
1.63736E+12,57822.31,57879.02,57764.34,57775.21,15.70279,739
1.63736E+12,57904,57904,57900,57900,8.47372,333
1.63736E+12,57780.1,57836.78,57780.08,57836.77,7.85109,506
1.63736E+12,57870,57882.93,57818.47,57826,23.90232,747
1.63736E+12,57658.06,57687.81,57604.84,57616.53,34.9385,1066
1.63735E+12,57721.24,57744.42,57680.01,57727.16,30.16476,1031
1.63735E+12,57964.39,57979.99,57946.76,57957.13,14.14052,589
1.63735E+12,57775.08,57840.66,57775.07,57824.29,20.88364,881
1.63735E+12,57896.77,57899.06,57859.73,57873.14,15.35374,754
1.63735E+12,57873.88,57875.88,57838.63,57850.37,22.12659,684
1.63735E+12,57981.04,58008.21,57973.24,57974.7,17.8158,719
1.63734E+12,58194.75,58227.35,58130.24,58210.64,31.43808,1140
1.63734E+12,58219.95,58238.53,58171.88,58226.85,36.22923,1419
1.63734E+12,57875.51,58174.43,57862.84,57936.07,248.60068,2369
1.63734E+12,57946,58005.99,57944.92,58000.26,55.77538,1309
1.63734E+12,57726.64,57785.99,57716,57716.02,26.35205,1170
1.63733E+12,57870.01,57900,57865,57866.69,30.59956,1184
1.63733E+12,57584.28,57650.49,57525.76,57630.4,50.72313,1454
1.63733E+12,57710.29,57743.99,57710.27,57732.93,53.97417,1411
1.63733E+12,57406.66,57427.79,57389.64,57420,27.43463,1015
1.63733E+12,56768.08,56836.04,56768.08,56827.35,31.35496,1043
1.63733E+12,57259.64,57339.99,57256.17,57303.42,35.99133,1219
1.63732E+12,57074.91,57132.93,57052.47,57110.71,45.063,1336
1.63732E+12,56636.93,56650,56593.36,56593.36,33.30777,980
1.63732E+12,56854.99,56927.24,56808.46,56862.29,40.11425,1202
1.63732E+12,56797.35,56830.48,56794.44,56811.87,22.64873,829
1.63732E+12,56860.69,56890.96,56837.27,56882.39,28.64013,1207
1.63731E+12,57068.47,57150,57053.67,57089.53,60.50772,1899
1.63731E+12,57061.7,57099.45,57061.69,57083.6,19.89386,900
1.63731E+12,57185.01,57196.35,57115.56,57156.01,47.60412,1349
1.63731E+12,56057.69,56149.99,56049.3,56083.14,35.71507,1256
1.63731E+12,55918.01,55949.98,55888,55926.91,52.25872,1379
1.63731E+12,56331.62,56337.58,56200.01,56218.65,41.20536,1445
1.6373E+12,56356.49,56373.28,56339.01,56355.97,33.44658,724
1.6373E+12,56328.54,56343,56306.99,56317.81,31.36802,1029
1.6373E+12,56309,56408,56298.85,56401.31,72.84588,2021
1.6373E+12,56232.93,56255.7,56214.35,56234.99,25.5176,744
1.6373E+12,56136.49,56143,56097.87,56120.44,20.79605,778
1.63729E+12,55974.74,55999,55939.54,55998.99,43.55338,1214
1.63729E+12,55890.48,55969.34,55880.91,55944.21,36.39514,1102
1.63729E+12,56087.63,56114.48,56010.01,56010.01,26.17721,843
1.63729E+12,56601.94,56644.96,56598.1,56613.39,25.423,816
1.63729E+12,56770.01,56770.01,56685.26,56685.26,26.03694,906
1.63729E+12,57027.36,57031.35,56978.51,57001.91,8.23966,570
1.63728E+12,57283.4,57285.04,57200,57222.97,37.70934,1058
1.63728E+12,57211.61,57262.59,57167.44,57194.8,27.47793,1124
1.63728E+12,56763.41,56850,56703.71,56743.24,58.1874,1856
1.63728E+12,56628.67,56699.6,56615.65,56615.65,20.81339,882
1.63728E+12,56589.01,56698.77,56576.74,56692.91,50.95356,1432
1.63727E+12,57627.28,57649.7,57529.79,57555.51,25.66934,1472
1.63727E+12,57324.22,57388.11,57315.25,57364.14,37.36886,1209
1.63727E+12,57856.54,57908.62,57854.45,57894.59,9.3108,652
